comment
보이루 ㅋㅋㅋ 진짜 영상 다보고나서 몸이 한국에 있다는걸 깨닫고 안도감 생김
 @user-IIIIIIIIIIIIIIIIIIII  ㅂㅇㄹ
 @user-IIIIIIIIIIIIIIIIIIII  '인도' 감
 @user-IIIIIIIIIIIIIIIIIIII  보이루를 남의 채널에서...??
마자마자 ㅋㅋㅋ
인도에서 볼리우드 최고의 여배우 VS 파키스탄 여배우 TOP 10:   https://youtu.be/KX1Drd00XRQ
Sana Hashmi 있는 것 같습니다 잘하셔서 있다 이런 얘기들이 오갔지만 있는 것으로
"동의! 합니다. 다른건 몰라도 화장실이 더러운건
못찹습니다. ㄷㄷ"
인도 사는 사람은뇽??
ㅇㅈ
그래도 전혀 기대를 안해서 그런지 생각보다는 괜찮네요. 1등석이 오히려 실망스럽네요.
인도에 사는 전 쪄죽습니다.....꾸엙
정신수양 하고싶으면 인도가면 되겠다ㅋㅋㅋ
순간 내 계정인줄 알았네;;;;; ^^7
빙고 너무위험한나라ㅠ
ㅋㅋㅋㅋㅋ
내말이~
ㅇㅈ
백번공감
동의
유튜브 합시다!
ㅋㅋㅋㅋㅋㅋ케
화장실이 없다며?
ㅋㅋㅋㅋ 그냥 내 생각이 딱 여기있네 ㅋㅋㅋ
ㅋㅋ 아 영상보면서 숨막히다가 끝나고나니까 아tq꿈 이런느낌이라 안심
민석아 너 daily dose of internet에서 나란테 욕했던 애 아니냐ㅋㅋㅋ
헬조선은 개뿔 한국이 헬이면 인도는 머여
정답이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
이거짘
ㅇㅈㅇㅈ
"저기차는 걍ㅋㅋㅋㅋ
우리나라비둘기호ㅋㅋㅋㅋ"
 @지존태원  ㅇㅈ ㅋㅋㅋ
유튜브로 이거 보면서 난이랑 카레시켜먹는 게 인도여행이지
ㅋㅋ
벌써 이 댓글도 2년 전이네.. 좀만 더 같이 힘내고 여행 다닙시다 다들 화이팅 !
"인도 기차도 나름 청결해요. 직원들이
열심히 쓰레기 모아서 밖으로 버리지만..."
 @maltese8073  열심히 모아서 밖으로 버린데 ㅋㅋㅋㅋ
ㅇㅈ ㅋㅋㅋㅋㅋ
인도여행은 사드세요...
나는 인도 가고싶다는 생각이 드는 것 자체가 신기함. 물론 없겠지만
"ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋㅋ 
저두요
와..
볼수록 다시느낌
나울거같음
ㅋㅋㅋ ㅋㅋㅋ ㅋㅋ"
ㄹㅇㅋㅋ
인도보틀은 진짜 전설이다
진짜루요...
전설의 시작편
 @김민석-i3h9h  굿~~~
유튜브에서만 경험하는 것은 인생의 특별한 경험을 못하는 거예요. 직접 가보세요! 강추합니다. 간접경험은 내것이 아닙니다. 낭만이 있습니다. 용기를 내세요!ㅋㅋ
q이사람 뭔데 6개다하트받음 댓글
빠니님이 댓글도 달아주고 부럽네
ㅠ
"보기만해도 피곤해서 
자야할듯.^^;;;;"
"와 인도,중국인으로 태어날 확률이 1/2라고 생각하면 항상 감사하게된다.."
올해 6학년된 초딩입니다 4학년때 아빠와 둘이 인도여행을 했는데 인도 기차 안 진짜 더럽고 나쁜사람도 많았습다.. 다시는 가고싶지 않네요 ㅎㅎ
"동의합니다. 
인도는 안가는걸로"
영상 보니 더 경험해 보고 싶어지네요~ㅎㅎ
보이루 인제로 가봐요 개재밌음 저런 고생도 추억이 됩니다
sub kin 다짜고짜 욕박네ㅉ
쿵쾅이들은... 제발 인도로..
어째 보면 볼수록 갈마음 사라지는 인도 ㅋㅋㅋㅋㅋㅋㅋㅋ
ㅇㅈ그 나라의 문화를 존중하는게 느껴짐 그래서 영상을 볼 때 그 나라에서 겪는 일과 여행 자체에 더 집중할 수 있는 것 같아요 그게 극단적 문화상대주의가 되지만 않으면!
근데 빠니 본인은 문화 사대주의자라고함 ㅋㅋ 빠니보틀짱
오 맞아요.. 그래서 불편함이 없이 보게 돼요
인정 ㅋㅋㅋㅋ 해피 주의
cv200833 걍 자학개그 하는거지
이분이 멘탈이 갑이에요 ㅎㅎ
택시기사 상대로는 늘 화나있음 ㅋㅋㅋ
그래서 편하게 볼수있네요 객관적이고 재밌음
ㅇㅈ 그게 사람들이 많이보는 이유인듯
"ㅇㅇ인정!다른사람들은,엄청뭐라하면서 방송하든데..."
@시토케 ㅋㅋㅋㅋㅋㅋ 듣고보니까 ㅈㄴ 예수같네
원래 이게 정상인데 요즘은....
으갸갹 맞아요. 맞아요 저도 생각했던 느낌을 딱 말 잘해주시네
오 맞아요 ㅋㅋ 공감 어떤사람 인도간 영상은 불만만 해대서 보다가 끔
오 진심 맞네
이런 마인드니까 또 이런 컨텐츠로 성공할 수 있었던 것 같아요..리스펙!
택시기사한텐 화냄
그래서 넘 좋아요 ㅎㅎ
하지만 빠니도 남미는 못참았네요…ㅠㅠ
어 저도 이런점때문에 묘하게 자꾸 보다가 구독했어요
사대주의자들도 막상 그 나라에 오래 살다보면 그 나라의 단점이 보이면서 사대주의 없어질듯
불평100% = 세나
아닌것같아요 남미 가서 욕하고 문 걷어차고 난리나던데
 @CJ-pc1ir  그땐 꼴받을만했지 ㅋㅋ 소매치기로 영상이랑 노트북 돈 다 털렸는데 하필 그 뒤에 걔네가 사기쳐서 3일동안 발 묶였으니
맞아 너무 다른나라 까내리지도 않고 우리나라 이상한 사람들처럼 헬조선 거리면서 불평불만만 하지도 않고 굳굳
@Alsdn Dl 에휴..
으갸갹 난 아무래도 문화 사대주의자인가 봅니다...
"문화상대주의의 뜻을 모르시나...? 각 나라, 각 도시의 수 많은 음식들을 먹으면서 한국인의 입맛을 기준으로 맛있다 맛없다로 판단하는거부터가 문화상대주의적인 마인드와는 극히 멀어보이는구만 뭔 헛소리여.."
 @ebs9451  맛없다는게 절대적인 가치를 판단하는게 아닌데 그게 무슨상관임
" @ebs9451  적어도 불평은 안 한다는거지ㅋㅋㅋ쿨하게 넘긴다는 소릴 했는데 용어가지고 걸고넘어지네 
불편하면 넘어가 그냥"
"문화상대주의가 아니고 저건 명백히 후진국스런 현상이고 잘못된 거임, 다만 저 사람들 자체가 잘못이아니라 나라가 못살고 인구가많으니 필연적으로 발생할수밖에없는. 모든걸 문화상대주의로 얼버무리려고하지마 잘못된건 잘못된거니까"
" @권세훈-n8n  지금 댓글의 핀트는 그게 아니라 빠니보틀의 쿨함을 말하는 거 같은데
뭐 용어 사용이 불편하면 말은 할 수 있죠"
 @권세훈-n8n  음 그렇구만 의견 잘들었슴다
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ말개웃기게 하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 개웃겨
"저게 졸라 좋아진겁니다
15년 전만해도 똥은 그냥 선로에 싸게끔 구멍만 뚫려있었습니다
거지들 들어와서 기어다니면서 바닥 닦고 돈달라고하고 역 아니어도 기차가 느려지기만하면 그냥 달려와서 타고 뛰어내리고 지붕에 사람 앉아있다가 죽고 난리도 아니었음"
 @K-Knowhow  ㄹㅇ 지붕에 무임승차하다가 전선건드려서 타죽는사람 ㅈㄴ많았다는데
표현력보소
외계인이 침략해도 인도기차는 안타는걸로....ㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋ
아 미쳤나봐 표현 봐 ㅋㅋㄹㄱㄱㅋㅁㄹㅁㄱㅋㄹㅋㄱㅋ ㅅㅋㅅㅋㅎㅋㅋㄱㅋㄱㄱㅅㅇㄱㅋㄱㅋ 개웃겨 미칮ㄴㅌㅎㅎㅅㅅㅋㅋㅋㅋㄱㄱㄱㅌㄱㅋㅌㄹㅎㅌㅅㅌㅅㅌㄹㄹㄹ
"진짜 심각할때는 1칸에 100명씩타고도
문이랑 천장에 매달려가는 사람도
있음"
거의 포스트 아포칼립스물인데요? ㅋㅋ
진심 현웃 터졌네 ㅋㅋㅋㅋ
?
ㅋㄲㅋㄲ 설국열챀ㅋㅋㅋㅋ
ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
개웃기넼ㅋㅋㅋㅋㅋㅋㅋ
아 진짜웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
완전웃김ㅋㅎㅎㅎ
미친ㅋㅋㅋㅋㅋㅋ
밥먹다가뿜었잖아요..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
비유지~~렸습니다
" @2025년-3월-맑음  
ㅋㅋㅋㅋㅋㅋㅆㅂ"
설국열차 꼬리칸
설국열차 느낌?ㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
비유찰지네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋ
와.. 상상을 초월하네요ㅋㅋㅋㅋㅋㅋ
ㅅㅂㅋㅋㅋㅋ 발로찼대
개무섭네ㅋㄱㅋㄱ..
와 근데 쟤네 문화적으로 발을 되게 더럽다거 생각하는곳이라 발로차는거 엄청난 모욕으로 받아들이는데 용케 별일없으셨네요
 @검정색-j5b  얘가 맞다 바보야
@짱돌 얘다 바보야
 @장성환-j3r 얘 맞긴 하는데 초면부터  바보는 아니지  에휴 저렇게  살지 말자
수드라인듯
 @smaII_head  ㅋㅅㅌ제도 ㅆㅅㅌㅊ
인도로 신혼여행간 부부가 아이들한테 차안에서 초콜릿 그냥 나눠준건데 사람들이 납치범으로 착각하고 신혼부부 차 뒤집어서 부부 끄집어내고 단체로 패가지고 살해한사건도있음 ㅇㅇ
ㅋㅋㅋㅋㅋㅋ진짜에요???
 @웅-v6b  제 기억으론 남자들은 감옥에 가고 그후에 인도국민들이 빡쳐서 그 남자를 감옥에서 끌고나와 길에서 끌고다니며 폭행한걸로아는데 다시봐도 정말 미친놈들이네요
"여포짓은 온라인에서만 해라 
게임에서는 리스폰 되지만 현실에서
목숨은 하나다"
"발로 뻥 찼을때
가만히 있으면 수드라
침뱉으면 히드라
똥싸면 출산드라"
 @streesgunTV  넌 개드랍..ㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋ
 @nonames2644  저는 꿀리지 않는 분야가 반도체정도라고 생각하고있어서(개인적인 의견이예요!)잘 모르겠네요
 @SJ-bg7xo  국가 인지도랑 그 국가가 실제적으로 잘나가는건 다름 ㅇㅇ
 @웅-v6b   웅
그러다 카레재료될텐데 운이 좋으셨네요
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엌ㅋㅋㅋ
9
진심임? ㄹㅇ 다른나라라  더 못패는거지 한국에서 그랬으면 죽통 10대후려도 난 심적으론 무죄준다
 @함무라비-w4t  ㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋ
" @nonames2644  우리나라가 일본을 무시하는 경향이 있는데, 생각보다 일본 GDP순위도 높고 잘 알려져있어요. 외국인들한테 I'm korean 하면 North?하고 물어보는 사람도 있을정도로 한국은 남한을 얘기한다는걸 모르는사람들이 생각보다 많구요..그리고 전범국가라 안건드리는거면 백인들을 미국인이라서가 아니라 독일인으로도 생각할 수 있지 않았을까요??"
"S J GDP순위 3위... 2,3위가 우리나라 옆에 있음 ㅌㅋㅋㅋ"
상대방이 정진규님을 일본인인줄 알고 못건드린 거임. 외국인이라고 다 같은 외국인이 아니라 동아시아인과 백인종은 각각 일본인과 미국인인 줄 알고 안건드림.
 @nonames2644  미국인도 나온걸보면 나라의 위상이 한몫 하는듯하네요
 @웅-v6b  그정도로 뇌 비었으면 당해봐야 정신차리지 아주
너무 커졌어..
여행유튜브 다 빠니처럼 고프로 들고 이런 영상 찍으니 저때 감흥이 없어진거임ㅋㅋ
 @성이름-p3r 그러네… 저땐 고프로하나들고 여행하는게 빠니 트레이드마크급이였는데 뜨고나니까 너나할거없이 다 고프로들고 여행하니까
첨볼때 이만큼 커질지 몰랏지 ㅋㅋㅋ
"그
클래식이 이거엿네요 10할"
너무 커졌다 솔직히
지금 시절도 좋음
지금은 그냥 좀 방송국같아짐 😢 약간 허름했던 로컬맛집이 커져서 프렌차이즈화 된 느낌
저두 유라시아로 입문했었네요ㅎ
영화제목인가요
이 시절 여행 감성 그립다 ㅠㅠ
난 지금도 좋은뎅
ㄹㅇ
지금은 더 좋다
유라시아 때가 제일 재미있었던듯 ❤❤
구독자 20만명때 부터 보는데 지금보단 옛날이 더 재밌는듯 하네요
지금도 재밌는데 왜그랭
ㄹㅇ
"이영상 처음 올렸을때 뜨끈한 영상 시청하고 댓글단분들 부럽네요 빠니님 구독자늘어나는거 실시간 봤을꺼아녀 지구마불, 태계일주까정"
하지만 난 지금도 좋아. 그때나 지금이나 빠니보틀은 빠니보틀임.❤
지금도 굿 ㅋ
"잼있게 본 영화를 또 이렇게 기억나게 하시는
센스 👍"
15억에 가까운 인구에 1인당 국민소득 3천불대니 생활수준은 빤히 보이긴하네..ㅋ 그냥 눈팅만 하고 싶고 전혀 경험하고 싶지 않은 여행이네여..ㅋ 진짜 사람많네..ㅠ
위에 댓글처럼 유라시아 돌아다닐 때가 ㄹㅇ 좋았고 너무 커진 게 축하해줄 부분도 있고 아쉬운 부분도 있음. 광고찍고 예능 찍고 게스트도 모든 영상에 대부분 있고 그러다보니 이때 빠니보틀도 좋은 거 같음. 지금도 물론 좋음.
지금 더 좋아
빠니는 항상 현재진행형이지
아  고프로 시작이 빠니였듬. 신기방기
 @windlimpid6942  그건아님ㅋㅋ
너무 커지고 맨날 누구끼고 광고끼고 여행다니니 ..
😢ㄱㅅㄱㄱㄱㄱ😅😅😅ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ세ㅔㅔ😮ㅔㅅㅅ쇼쇼ㅔㅔㅛㅛㅔㅛㅔㅛㅛㅛㄱ😅ㄱ😅ㄱㄱ😅ㄱ😅😅ㄱㄱㄱ교ㅔㅔㅔㅔㅅㅅ세쇼숏ㅅㅅㅅㅅㅅㅅㅅㅅㄱㄱ😅😅ㄱㄱㄱ😅ㄱㅅㅅ
더 좋얘 빠니
저도 오늘 처음 발견해서 너모 행복하네요ㅎㅎㅎㅎ
부럽다 난 몇번째 정주행인지도 모르겠는데
 @이담-c5u  ㅗㅗㅗㅓㅓ
안본뇌 내놔
 @혀린이  제가 드릴까요 오늘 처음보는데 2분째 입니다
"부럽,,;"
재작년 4월부터 봐와서 몇번째 정주행인지 ㄷㄷ
 @시진핑핑핑핑이  1번 봐놓고 몇번씩 정주행한척 구라치는 Wls
전 오늘이고 이게 첫 영상이에요... 🤭
 @제이하니-f7f  저도요
와 진짜 너무 부러워요ㅠㅠㅠ 전 역주행 한 5번은 한듯.. 걍 밥먹을때마다 빠니틀고 먹어욧...흐흐
전 빠니님 6천명일때부터 봐서 ㅋㅋㅋ
 @이동현-i6p  근데 댓글두개?? 개구라치네 ㅋㅋㅋㅋ
부럽다 ...
존나부럽다 혼술하면서 정주행 5번해서 이제 멘트까지 다외웠는데
와 나도 지금 자가격리 때만 30개정도 봄 지금104번 와.....슬퍼
저 오늘 발견함
와 전 오랜만에 보는데 저두 행복하네요
부럽네요 전 지금 망치로 머리 한 대만 맞고 그전에 본 걸 다 잊고 싶어요
나듀
전 23년1월!
지금 보는데 영상 개많다...큰일남ㅋㅋㅋ😂😅
23.7처음접하고 태세계 지구마불 등등 섭렵중 🎉
부럽다......나도 처음볼때로 돌아가고싶다
개부럽
그런 느낌일때 있었지 ㅋㅋㅋㅋ 앞으로 남은 영상들이 많다는것에 너무 감사하고 행복했음 지금은 세월이 지나서 다 잊기를 기다리눈중..
그럼 이제 시작임다
나동
처음볼때는 뭔소린가 싶었는데 영상 한개 보니까 무슨 말인지 공감됌ㅋㅋㅋㅋㅋㅋㅋ
부럽습니다..
계속보면서 그기분 잃지마라
난 이제본다 ㅎㅎ
오늘부터 시작합니다🤩
하루종일 빠니님 영상 보고 있으니 신랑이 그렇게 재밋어 하면서 웃고 가네요^^;;  멈출쑤가 없다요ㅎㅎㅎ
"저는 이제 시작,,,"
ㅋㅋㅋ세계일주2보고 이제 시작..
전 테레비에서 빠니보틀 보고 오늘처음 유튜브 봅니다 ~~ 와 재밌고 사람이너무 괜찮네
오늘 처음 봅니다
오늘처음봐요 예
나는 며칠전❤
저도 그랬죠...1주일 전까진
화나네;;
부럽다
미친 인정 나도
이제 안행복하겠네  ......
부럽당 ....
부럽 ㅋㅋㅋㅋ
쌉인정 ㅋㅋㅋㅋㅋ저도 이땐 이렇게 행복해했었다는 ㅋㅋㅋㅋㅋ
아ㅠㅠㅠㅠㅠㅠ 부러워요
저랑 같이 시작하셨네요 라고 댓글 달려했는데 5개월 전 댓글이었네...
부럽다 ㅜㅜㅜ
부럽다
이제 다봤겠네 ㅠ
완전 부럽
2021년 8월 17일 처음 접했는데 영상이 수두룩...ㅎㅎㅎ 부럽져
조오오오온나 부럽다
부럽
개부럽다
ㄹㅇㅋㅋ
부럽다...ㅜ.ㅜ   너무 부럽다...
저두 딱 이맘ㅋㅋㅋㅋㅋㅋ
오늘 정주행중!!
저두요 엊그제 알고... 세계여행 하는 기분이에요
전 2달동안 다 봤어요..
2021년 9월 11일 너무 행복하다
난 어제부터봄ㅋㅋ
난 오늘부터 아 너무 좋다
개부럽네
빠니보틀 이제 처음 본다 기대중
지금 접니다 ㅋㅋㅋㅋㅋ
정주행 시작 이틀째 여기있습니다ㅋㅋㅋ
오늘 첨 알아서 시간 날 때마다 정주행 갑니다 ㅎㅎ
미튜
전 이제 시작이요~~^^ 잼있어요~~~!!👍
이상하다..멈출수 없어 계속 보고 있는 내모습
 @boni4445  한동안 계속 보실거에요 ㅋㅋㅋ
부럽다 ㅠㅠ
전 지금 시작ㅋㅋㅋㅋㅋㅋㅋㅋ
부럽따...
헝 부럽습니다.... 전 빠니감자님 N회차 정주행 또 하러갑니당
"나 이채널 소문은 익히들었는데 오늘 처음봄 
내가 진정한 승리자?ㅎ"
전 어제 발견해서 당일 새벽2시까지 보고..아껴서 야곰야곰 보려구요^^
저도 그제부터.. 아 행복하다..
